location,total_sqft,bath,price,BHK
other,1680.0,3.0,85.0,3
Yeshwanthpur,717.0,2.0,49.475,2
other,700.0,4.0,110.0,4
Whitefield,1520.0,2.0,150.0,3
Uttarahalli,1350.0,2.0,53.0,3
Kothanur,1760.0,3.0,150.0,3
Pattandur Agrahara,875.0,2.0,33.0,2
Hennur,1231.0,2.0,48.0,2
Somasundara Palya,1174.0,2.0,74.0,2
Munnekollal,1560.0,3.0,75.0,3
other,1464.0,2.0,56.0,2
Kanakpura Road,2200.0,3.0,130.0,3
Shivaji Nagar,850.0,2.0,55.0,2
other,1750.0,3.0,180.0,3
1st Phase JP Nagar,2024.0,3.0,157.0,3
other,1500.0,1.0,160.0,2
other,2100.0,6.0,275.0,6
Kodihalli,2408.0,4.0,260.0,3
Devanahalli,1080.0,2.0,44.0,2
Indira Nagar,2070.0,3.0,225.0,3
Electronic City,1020.0,2.0,29.46,2
Begur Road,1500.0,2.0,55.0,3
Mahalakshmi Layout,1575.0,5.0,158.0,4
Kodichikkanahalli,3250.0,4.0,180.0,4
Channasandra,1030.0,2.0,34.5,2
Hebbal,1440.0,2.0,115.0,2
Hoodi,1500.0,2.0,84.0,2
Thanisandra,1380.0,1.0,62.1,1
other,705.0,1.0,36.5,1
Harlur,2240.0,5.0,155.0,3
Hegde Nagar,1584.01,3.0,103.0,3
other,1340.0,3.0,77.0,3
other,1800.0,3.0,70.0,3
R.T. Nagar,1200.0,2.0,45.0,2
Sarjapur  Road,685.0,1.0,40.0,1
other,925.0,2.0,42.0,2
other,1230.0,2.0,57.0,2
other,1200.0,5.0,185.0,5
Kodichikkanahalli,1125.0,2.0,52.0,2
Hebbal,1100.0,2.0,54.0,2
Jigani,2400.0,3.0,149.0,3
Electronic City Phase II,1400.0,2.0,41.58,3
Uttarahalli,1200.0,7.0,225.0,7
Jakkur,1858.0,3.0,98.3,3
Ambedkar Nagar,3530.0,4.0,290.0,4
HSR Layout,1185.0,2.0,60.0,2
other,1200.0,2.0,216.0,2
Hennur,1255.0,2.0,58.0,2
Kudlu Gate,1335.0,3.0,89.0,3
Dodda Nekkundi,1999.0,3.0,132.0,3
Kundalahalli,1397.0,3.0,110.0,3
Yelahanka New Town,1200.0,2.0,130.0,2
Chikka Tirupathi,1616.0,3.0,95.0,3
Banashankari Stage III,1200.0,7.0,350.0,8
other,1270.0,2.0,175.0,4
Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
Varthur,1200.0,2.0,98.0,3
other,700.0,1.0,162.0,1
Balagere,1205.47,2.0,81.0,2
Electronic City,1700.0,3.0,75.0,3
Thanisandra,750.0,4.0,62.0,5
Kanakpura Road,1090.0,2.0,54.54,2
Yeshwanthpur,3600.0,5.0,220.0,4
Thanisandra,923.0,1.0,60.84,1
other,3595.0,6.0,360.0,4
Green Glen Layout,1050.0,2.0,48.0,2
Hennur Road,1664.0,2.0,93.865,3
Narayanapura,1485.0,3.0,85.0,3
Dommasandra,1033.0,2.0,31.5,3
Electronic City,1400.0,2.0,48.0,3
Indira Nagar,500.0,1.0,70.0,1
Sarjapur  Road,944.0,2.0,35.0,2
Whitefield,3250.0,5.0,290.0,5
Whitefield,1216.0,2.0,66.48,2
other,1100.0,2.0,39.5,2
Thanisandra,1743.0,3.0,93.25,3
Yelahanka,1274.0,2.0,48.42,2
other,2500.0,3.0,425.0,3
Mysore Road,1512.0,2.0,110.0,3
other,3100.0,5.0,385.0,4
Cox Town,1650.0,3.0,100.0,3
Doddathoguru,1875.0,3.0,55.0,3
Whitefield,1350.0,3.0,54.0,3
other,1219.0,2.0,40.0,2
other,1200.0,4.0,150.0,4
Sarjapura - Attibele Road,2400.0,3.0,85.0,3
Hormavu,1141.0,2.0,44.4,2
Anandapura,1151.0,2.0,43.1,2
Bommenahalli,832.0,3.0,77.0,3
Sarjapur  Road,915.0,2.0,38.0,2
other,3259.0,3.0,270.0,3
Bannerghatta Road,1115.0,2.0,65.12,2
Thigalarapalya,2072.0,4.0,139.0,3
Kaggadasapura,1200.0,2.0,53.0,2
Singasandra,1300.0,2.0,65.0,2
Bellandur,1457.0,2.0,85.0,2
Kannamangala,1262.0,2.0,55.0,2
BEML Layout,1196.0,3.0,150.0,4
Ananth Nagar,900.0,2.0,22.5,2
Attibele,420.0,1.0,17.0,1
Kanakapura,1160.0,2.0,46.39,2
Kasavanhalli,1115.0,2.0,50.0,2
JP Nagar,1315.0,2.0,85.4,3
Babusapalaya,1500.0,2.0,57.0,2
HSR Layout,1127.0,2.0,68.0,2
Kundalahalli,1397.0,3.0,104.0,3
Whitefield,1173.0,2.0,60.0,2
Sompura,1090.0,2.0,28.0,2
Sarjapur  Road,2720.0,5.0,210.0,3
Jakkur,1230.0,2.0,76.0,2
other,3200.0,3.0,190.0,4
Sarjapur  Road,858.0,2.0,31.57,2
Talaghattapura,1868.0,3.0,121.0,3
Uttarahalli,1689.28,3.0,91.2,3
Vishwapriya Layout,600.0,3.0,73.0,4
Banashankari,1425.0,3.0,49.88,3
Subramanyapura,1200.0,6.0,170.0,6
Tindlu,1350.0,2.0,100.0,2
Uttarahalli,1310.0,2.0,85.0,3
Haralur Road,3185.0,2.0,175.0,4
other,970.0,2.0,40.0,2
Kundalahalli,1397.0,3.0,108.0,3
Sarjapur,1157.0,2.0,40.0,2
Kasavanhalli,1125.0,2.0,61.2,2
Sonnenahalli,1157.0,2.0,42.0,2
Sarjapur  Road,1241.0,2.0,82.0,2
Binny Pete,660.0,1.0,62.0,1
Rajiv Nagar,2340.0,4.0,148.0,4
other,596.0,1.0,42.0,1
other,1200.0,4.0,110.0,4
other,1910.0,3.0,190.0,3
Brookefield,1139.0,2.0,80.0,2
Thigalarapalya,3122.0,5.0,225.0,4
Sarjapura - Attibele Road,1033.0,2.0,28.41,2
Yeshwanthpur,1168.0,2.0,64.08,2
Chandapura,877.0,2.0,42.0,2
Electronics City Phase 1,1340.0,2.0,75.0,2
other,1405.0,2.0,70.0,3
other,1800.0,3.0,65.0,3
other,1750.0,3.0,149.0,3
Malleshwaram,675.0,2.0,148.0,3
other,985.0,2.0,63.0,2
other,1300.0,2.0,129.0,2
other,1490.0,2.0,88.0,3
other,620.0,1.0,25.0,2
Hormavu,1130.0,2.0,42.3,2
Yelachenahalli,1080.0,2.0,55.0,2
Singasandra,3126.0,4.0,120.0,4
Begur Road,1410.0,2.0,52.17,3
Bommanahalli,1375.0,3.0,59.0,3
Hennur Road,1290.0,2.0,94.5,3
Hosa Road,1318.0,2.0,85.28,3
Electronic City,1128.0,2.0,68.0,2
Kanakpura Road,1051.0,2.0,56.74,2
Kengeri,3500.0,5.0,275.0,3
Kannamangala,2400.0,4.0,130.0,4
Yelahanka,1327.0,2.0,85.0,2
Thigalarapalya,2912.0,6.0,210.0,4
other,1301.0,2.0,55.0,2
other,650.0,1.0,30.0,1
Varthur,1200.0,3.0,67.75,3
other,1500.0,2.0,89.99,3
other,1350.0,4.0,145.0,4
Sarjapur  Road,984.0,2.0,45.91,2
Jakkur,1819.18,3.0,160.0,3
Nagarbhavi,900.0,1.0,175.0,1
Sarakki Nagar,2145.0,4.0,270.0,3
Malleshwaram,2475.0,4.0,300.0,3
Kaggadasapura,1118.0,2.0,30.0,2
other,910.0,1.0,42.0,1
other,1250.0,3.0,39.0,3
Hosakerehalli,1304.0,2.0,100.0,2
Begur Road,1615.0,3.0,58.0,3
Sarjapur  Road,1400.0,2.0,68.0,2
CV Raman Nagar,1070.0,2.0,47.5,2
Hebbal,3500.0,3.0,395.0,3
Hoodi,1132.0,2.0,89.37,2
Sector 2 HSR Layout,794.0,1.0,65.0,1
Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
Gottigere,1500.0,3.0,70.0,3
1st Phase JP Nagar,2059.0,3.0,225.0,3
Whitefield,1269.0,2.0,75.0,2
Kanakpura Road,1070.0,2.0,37.45,2
Talaghattapura,1150.0,2.0,28.0,2
Marathahalli,1208.0,2.0,70.0,2
Ramamurthy Nagar,1185.0,2.0,45.5,2
Laggere,1200.0,3.0,130.0,3
Anekal,888.0,2.0,34.0,2
other,532.0,1.0,22.49,1
other,1060.0,3.0,62.0,3
Electronic City,700.0,1.0,35.0,1
other,902.0,2.0,42.0,2
other,600.0,3.0,95.0,6
Binny Pete,1365.0,2.0,122.0,2
Doddathoguru,984.0,2.0,51.0,2
Hebbal,2700.0,2.0,100.0,4
Jalahalli East,1475.0,3.0,96.0,3
Haralur Road,1300.0,2.0,79.0,2
5th Block Hbr Layout,1200.0,6.0,220.0,5
Babusapalaya,1453.0,2.0,43.59,3
other,1550.0,2.0,160.0,2
Akshaya Nagar,1666.0,3.0,95.0,3
Akshaya Nagar,1410.0,4.0,160.0,4
Murugeshpalya,1845.0,3.0,91.0,3
Sarjapura - Attibele Road,1676.0,3.0,52.0,3
Uttarahalli,1137.0,2.0,63.0,2
Electronic City,1360.0,2.0,70.5,3
other,1374.0,2.0,70.0,3
Judicial Layout,1700.0,3.0,155.0,3
Whitefield,3227.0,5.0,250.0,5
other,2145.0,4.0,125.0,4
Kasavanhalli,2170.0,3.0,151.0,3
other,1080.0,2.0,55.0,2
Electronic City Phase II,1790.0,3.0,100.0,3
Doddathoguru,550.0,1.0,17.0,1
Somasundara Palya,1033.0,2.0,48.0,2
other,1000.0,2.0,80.0,2
Binny Pete,2940.0,6.0,280.0,4
other,1240.0,2.0,52.6,2
other,1500.0,2.0,97.0,3
Marathahalli,1730.0,3.0,139.0,3
Kasavanhalli,1915.0,3.0,80.0,3
Whitefield,1545.0,3.0,79.0,3
other,1865.0,4.0,140.0,3
Hebbal Kempapura,1150.0,2.0,40.0,2
other,1200.0,2.0,49.0,2
Kengeri,963.0,2.0,40.0,2
Marsur,1200.0,3.0,120.0,3
Basavangudi,2600.0,4.0,260.0,4
Kaikondrahalli,1700.0,4.0,108.0,4
Lingadheeranahalli,1682.0,3.0,120.0,3
Yelahanka,1371.0,2.0,65.0,3
Hennur Road,901.0,2.0,49.5,2
Vishwapriya Layout,600.0,7.0,73.0,7
Ambalipura,1730.0,3.0,120.0,3
Konanakunte,1200.0,4.0,125.0,4
EPIP Zone,1500.0,3.0,102.0,3
Sarjapur  Road,3785.0,6.0,280.0,4
other,3500.0,4.0,245.0,4
other,1203.0,2.0,59.86,2
Horamavu Banaswadi,1357.0,2.0,54.0,2
other,1600.0,3.0,76.0,3
Yelahanka New Town,350.0,1.0,13.5,1
Varthur,1665.0,3.0,53.0,3
Ramamurthy Nagar,1400.0,3.0,200.0,3
Sarjapur  Road,835.0,1.0,46.95,1
other,815.0,3.0,160.0,2
Haralur Road,1444.0,2.0,80.0,3
Kanakapura,1277.0,2.0,55.0,2
Lingadheeranahalli,1521.0,3.0,94.71,3
other,1134.0,2.0,40.0,2
Vasanthapura,995.0,2.0,34.82,2
Old Madras Road,2760.0,5.0,157.0,3
Marathahalli,1325.0,1.0,92.0,2
Marathahalli,1525.0,3.0,90.0,3
other,1320.0,2.0,73.0,3
Electronics City Phase 1,650.0,1.0,23.0,1
Old Airport Road,1858.0,2.0,167.0,3
Electronic City,1150.0,2.0,38.0,2
Electronic City Phase II,769.0,2.0,40.0,2
Electronic City,1571.0,3.0,105.0,3
Hennur Road,1445.0,3.0,86.56,3
Hosur Road,1590.0,2.0,135.0,3
Bommasandra,902.0,2.0,49.0,2
Sarjapur,2238.0,3.0,140.0,3
Electronic City,1090.0,2.0,31.49,2
Yelahanka,1712.0,3.0,82.0,3
Haralur Road,1088.0,2.0,68.0,2
Somasundara Palya,1575.0,3.0,63.1,3
other,2150.0,6.0,205.0,6
Kundalahalli,1920.0,3.0,150.0,3
Margondanahalli,1000.0,2.0,57.0,2
other,1100.0,2.0,56.1,2
Electronic City,1089.0,2.0,45.0,2
Horamavu Agara,1106.0,2.0,43.09,2
Kengeri,927.0,2.0,37.0,2
Kanakpura Road,1339.0,2.0,58.0,2
Thanisandra,923.0,1.0,45.69,1
Sarjapur  Road,2900.0,3.0,285.0,3
Lakshminarayana Pura,1175.0,2.0,75.0,2
Thubarahalli,975.0,2.0,55.0,2
Hebbal,2400.0,4.0,180.0,3
Subramanyapura,1330.0,3.0,72.0,3
Thanisandra,1183.0,2.0,59.74,2
Harlur,1758.0,3.0,133.0,3
Nagarbhavi,1200.0,3.0,265.0,3
other,600.0,4.0,110.0,3
Pai Layout,1100.0,2.0,50.0,2
Ramamurthy Nagar,1170.0,2.0,46.8,2
other,2400.0,5.0,120.0,5
Raja Rajeshwari Nagar,1530.0,3.0,51.77,3
Hebbal,1420.0,2.0,107.0,2
other,1200.0,4.0,300.0,4
7th Phase JP Nagar,1045.0,6.0,160.0,6
Kanakpura Road,1591.0,3.0,115.0,3
other,675.0,3.0,52.0,2
Hoodi,1055.0,2.0,57.63,2
Iblur Village,1918.0,3.0,129.0,3
Sarjapur  Road,1280.0,2.0,76.0,2
Nagarbhavi,1560.0,3.0,66.0,3
Sarjapur  Road,1145.0,2.0,49.5,2
other,1801.0,3.0,139.0,3
Seegehalli,1200.0,5.0,120.0,5
Rajaji Nagar,1718.0,3.0,288.0,2
Hebbal,1320.0,2.0,92.0,2
other,1350.0,2.0,65.0,3
other,2990.0,4.0,324.0,4
Kalyan nagar,3800.0,5.0,300.0,4
Bannerghatta Road,1344.0,2.0,42.0,3
Bannerghatta Road,1893.0,3.0,100.0,3
Chandapura,1107.0,2.0,43.0,3
Lakshminarayana Pura,1190.0,2.0,75.0,2
Whitefield,1000.0,2.0,35.0,2
other,2400.0,2.0,160.0,2
Kumaraswami Layout,1000.0,2.0,48.5,2
Jalahalli,2113.0,3.0,155.0,3
KR Puram,1100.0,2.0,46.0,2
Sector 2 HSR Layout,1200.0,4.0,160.0,5
Harlur,1884.0,4.0,120.0,4
Electronic City,1110.0,2.0,40.0,2
other,1250.0,3.0,40.0,3
Sarjapur  Road,1470.0,3.0,62.0,3
other,1150.0,2.0,75.0,2
other,1200.0,3.0,165.0,3
Kudlu Gate,703.0,1.0,52.0,1
other,1400.0,2.0,62.0,3
Bellandur,1195.0,2.0,51.0,2
Narayanapura,1302.0,2.0,69.1,2
Begur Road,1583.0,3.0,74.4,3
other,1488.0,2.0,60.0,3
other,600.0,5.0,85.0,4
Kammasandra,1385.0,2.0,34.63,3
Whitefield,3262.0,4.0,260.0,4
Electronic City,1600.0,3.0,104.0,3
Old Airport Road,1150.0,2.0,90.0,2
Sarjapur  Road,1263.0,2.0,78.0,2
KR Puram,1200.0,8.0,110.0,7
Kanakpura Road,1299.0,2.0,85.0,2
Banashankari,1330.0,2.0,78.0,2
Devanahalli,1282.0,2.0,52.43,3
other,1853.0,3.0,82.0,3
other,861.0,2.0,35.0,2
Bannerghatta Road,1600.0,3.0,95.0,3
other,1256.0,2.0,62.8,2
other,1390.0,2.0,80.0,3
other,1550.0,2.0,90.0,3
Hebbal,919.0,2.0,49.0,2
Margondanahalli,1625.0,3.0,80.0,3
Gunjur,1195.0,2.0,44.0,2
Yelenahalli,1159.0,2.0,60.0,2
Whitefield,1386.0,3.0,57.46,3
Harlur,1197.0,2.0,79.0,2
Bommasandra,1295.0,2.0,50.28,3
other,1310.0,2.0,37.83,3
Whitefield,1132.0,2.0,79.28,2
other,2350.0,3.0,400.0,3
Hebbal,1645.0,3.0,135.0,3
Whitefield,3000.0,4.0,330.0,4
Marathahalli,1937.0,3.0,140.0,3
Doddathoguru,1015.0,2.0,33.5,2
Kathriguppe,1350.0,2.0,80.99,3
Kengeri Satellite Town,1149.0,2.0,29.0,3
Kothanur,1185.0,2.0,59.0,2
Domlur,1720.0,3.0,135.0,3
Hebbal,2080.0,3.0,175.0,3
Tindlu,1500.0,3.0,87.0,3
Yelahanka,1566.0,3.0,97.0,3
Rajaji Nagar,2386.0,3.0,334.0,3
other,1500.0,4.0,110.0,4
KR Puram,1290.0,2.0,49.02,2
other,1531.0,3.0,72.0,3
other,1839.0,3.0,165.0,3
Whitefield,1140.0,2.0,39.0,2
Tumkur Road,1343.5,3.0,57.76,3
Banashankari Stage III,2000.0,4.0,100.0,4
Kaval Byrasandra,1100.0,2.0,46.0,2
Bannerghatta,1618.0,3.0,68.0,3
Whitefield,2830.0,5.0,160.0,4
Uttarahalli,1315.0,2.0,74.0,3
Anandapura,1141.0,2.0,42.75,2
AECS Layout,1080.0,2.0,55.0,2
HBR Layout,1200.0,2.0,60.0,2
Varthur,1111.0,2.0,41.88,2
NGR Layout,1022.0,2.0,45.9,2
Bannerghatta Road,1275.0,2.0,65.0,2
other,900.0,2.0,70.0,2
Rachenahalli,1224.0,2.0,39.2,2
Battarahalli,1135.0,2.0,43.0,2
Rachenahalli,1050.0,2.0,52.1,2
Nagavarapalya,1392.0,2.0,130.0,2
Bellandur,1050.0,2.0,72.0,2
Hosa Road,1513.0,3.0,103.0,3
Gottigere,1621.0,3.0,72.0,3
Bannerghatta Road,892.0,2.0,39.0,2
Whitefield,1205.0,2.0,40.0,2
other,1250.0,5.0,300.0,5
other,1200.0,6.0,70.0,4
Indira Nagar,1400.0,2.0,168.0,2
Kengeri,726.0,2.0,35.0,2
other,1500.0,3.0,149.0,3
Horamavu Agara,1079.0,2.0,41.0,2
Begur Road,1170.0,2.0,46.0,2
Doddathoguru,1104.0,2.0,39.0,2
Kanakpura Road,950.0,2.0,45.0,2
other,1650.0,2.0,52.0,3
Kogilu,1559.0,3.0,127.0,3
other,1100.0,2.0,38.0,2
Benson Town,1750.0,3.0,150.0,3
Ramagondanahalli,1215.0,2.0,45.5,2
Talaghattapura,1868.0,3.0,135.0,3
Electronic City,1130.0,2.0,32.63,2
Sarjapur  Road,1691.0,3.0,98.0,3
Hulimavu,1225.0,2.0,55.0,2
JP Nagar,1690.0,3.0,112.0,3
Kasturi Nagar,1896.0,3.0,125.0,4
Sonnenahalli,605.0,1.0,40.0,1
Begur Road,800.0,5.0,95.0,5
Electronic City Phase II,900.0,2.0,32.5,2
other,750.0,2.0,50.0,1
Hoodi,780.0,3.0,62.0,3
Ananth Nagar,908.0,2.0,26.0,2
Sarjapur  Road,3416.5,6.0,143.0,4
Thanisandra,3216.0,4.0,226.0,4
BEML Layout,2400.0,4.0,225.0,5
Iblur Village,1400.0,2.0,68.0,2
Hulimavu,1255.0,2.0,74.0,2
Electronic City,1500.0,2.0,100.0,3
Thanisandra,1296.0,2.0,72.0,2
Horamavu Banaswadi,925.0,2.0,38.0,2
Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
other,600.0,3.0,75.0,2
Thanisandra,1020.0,2.0,44.5,2
Choodasandra,1530.0,3.0,77.0,3
Gubbalala,1650.0,3.0,71.0,3
other,1605.0,2.0,85.0,3
Hosakerehalli,1925.0,2.0,50.0,2
Kogilu,1190.0,2.0,50.66,2
Jakkur,1374.0,3.0,68.0,3
6th Phase JP Nagar,1140.0,2.0,65.0,2
Green Glen Layout,1725.0,3.0,130.0,3
Bisuvanahalli,1075.0,2.0,50.0,3
Kannamangala,1574.0,3.0,93.34,3
Sanjay nagar,965.0,1.0,32.0,1
Marathahalli,1550.0,3.0,83.0,3
other,1205.0,2.0,60.0,2
Kambipura,1082.0,2.0,55.0,3
Uttarahalli,1215.0,2.0,52.85,3
Hebbal,2483.0,5.0,230.0,4
other,1200.0,3.0,46.14,2
other,1500.0,1.0,19.5,1
Ardendale,3198.0,4.0,250.0,4
Kanakpura Road,1452.0,3.0,60.98,3
Electronic City Phase II,1329.0,2.0,41.0,3
other,1125.0,2.0,44.0,2
Sarjapur  Road,1350.0,3.0,39.97,3
Uttarahalli,1312.5,3.0,51.19,3
Hebbal,2600.0,3.0,195.0,3
other,1200.0,2.0,160.0,2
Pai Layout,1255.0,2.0,80.0,2
other,1904.0,3.0,155.0,3
Somasundara Palya,1329.0,2.0,70.0,2
Chandapura,1200.0,2.0,60.0,2
Murugeshpalya,2135.0,3.0,160.0,3
other,2770.0,4.0,315.0,3
other,813.0,1.0,39.0,1
Kalena Agrahara,800.0,2.0,30.0,2
Hormavu,1500.0,3.0,70.0,3
Bannerghatta Road,1880.0,3.0,95.0,3
Electronic City,1440.0,2.0,55.0,3
Akshaya Nagar,1575.0,3.0,90.0,3
other,1630.0,2.0,97.78,3
Yelahanka,1180.0,3.0,55.0,3
other,1090.0,2.0,36.0,2
other,2425.0,4.0,173.0,4
Varthur,1097.0,2.0,33.82,2
Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
Kumaraswami Layout,1000.0,2.0,58.0,2
Hoodi,1120.0,8.0,150.0,8
other,1150.0,2.0,56.0,2
Frazer Town,1900.0,4.0,145.0,3
other,1141.0,2.0,49.0,2
Jigani,937.0,2.0,44.0,2
Green Glen Layout,1075.0,2.0,60.0,2
Panathur,1000.0,2.0,65.3,2
Kasavanhalli,1450.0,3.0,77.41,3
Yelachenahalli,897.0,2.0,85.0,5
other,936.0,2.0,43.0,2
other,1280.0,2.0,75.0,2
Babusapalaya,1050.0,2.0,45.0,2
Marathahalli,1350.0,2.0,86.0,2
Devanahalli,1174.0,2.0,59.0,2
Hosur Road,1890.0,3.0,162.0,3
other,735.0,1.0,75.0,1
other,500.0,1.0,24.0,1
Gottigere,1304.0,3.0,80.0,3
Yelahanka,1653.0,3.0,120.0,3
Bisuvanahalli,1075.0,2.0,52.0,3
7th Phase JP Nagar,1212.0,3.0,42.0,2
other,1200.0,4.0,145.0,3
Billekahalli,1140.0,2.0,50.0,2
other,1200.0,2.0,100.0,2
Kudlu Gate,1532.0,3.0,83.0,3
Doddaballapur,2776.0,4.0,195.0,3
Padmanabhanagar,1531.0,2.0,75.0,3
Uttarahalli,1325.0,2.0,53.0,2
other,1200.0,3.0,160.0,3
Electronic City,1156.0,2.0,44.0,3
R.T. Nagar,2000.0,4.0,320.0,4
Bannerghatta Road,1260.0,2.0,70.0,2
Vittasandra,1934.0,2.0,90.0,2
Malleshpalya,1060.0,2.0,40.0,2
Kasavanhalli,1476.0,3.0,95.0,3
Murugeshpalya,1185.0,2.0,85.0,2
other,1265.0,2.0,82.0,3
other,3200.0,5.0,150.0,4
other,1196.0,2.0,56.81,2
EPIP Zone,1280.0,2.0,69.0,2
Marathahalli,800.0,4.0,86.0,4
Hulimavu,1175.0,2.0,45.0,2
other,1850.0,3.0,98.0,3
Whitefield,1195.0,2.0,70.0,2
Ulsoor,2000.0,3.0,185.0,3
other,600.0,4.0,100.0,7
Hebbal Kempapura,800.0,5.0,155.0,4
Hosur Road,1180.0,2.0,36.5,2
Jakkur,1050.0,2.0,49.87,2
Electronic City,1400.0,2.0,40.44,3
other,2360.0,4.0,150.0,4
other,1030.0,2.0,77.25,2
other,1512.0,1.0,65.01,2
Subramanyapura,929.0,2.0,48.0,2
Jigani,1252.0,3.0,61.0,3
Green Glen Layout,1485.0,3.0,115.0,3
Electronics City Phase 1,1124.0,2.0,55.0,3
TC Palaya,2400.0,6.0,370.0,6
Indira Nagar,1407.0,3.0,120.0,3
Hennur Road,1482.0,2.0,97.0,3
Jalahalli,1570.0,3.0,140.0,3
Whitefield,3480.0,4.0,284.0,3
Chandapura,520.0,1.0,14.04,1
other,2000.0,3.0,160.0,3
Prithvi Layout,1352.0,2.0,75.0,2
Electronic City,1152.0,2.0,65.0,2
other,1575.0,3.0,93.0,3
Hegde Nagar,1965.0,4.0,125.0,3
other,1300.0,2.0,70.0,3
Sarjapur  Road,1.0,4.0,120.0,4
Marathahalli,957.0,2.0,47.0,2
Hoskote,1740.0,3.0,60.0,3
Kanakpura Road,1080.0,6.0,65.0,5
Neeladri Nagar,1060.0,2.0,35.0,2
other,975.0,2.0,50.0,2
Ramamurthy Nagar,1150.0,2.0,51.0,2
Whitefield,1738.0,2.0,79.0,3
Bommanahalli,1250.0,3.0,55.0,3
Bannerghatta Road,1788.0,3.0,90.0,3
Kanakapura,1151.0,2.0,59.0,2
Uttarahalli,1300.0,2.0,60.0,3
other,1380.0,2.0,75.0,2
Hebbal,1645.0,3.0,117.0,3
Babusapalaya,1141.0,2.0,45.9,2
7th Phase JP Nagar,1175.0,2.0,82.5,2
Banashankari Stage V,1355.0,2.0,61.0,3
Dasarahalli,1150.0,2.0,70.0,2
other,1000.0,2.0,45.0,2
Balagere,1007.0,2.0,65.0,2
other,3000.0,5.0,100.0,4
Kothanur,1436.0,3.0,70.0,3
Somasundara Palya,2372.0,3.0,140.0,3
R.T. Nagar,1500.0,6.0,240.0,6
Rajaji Nagar,1200.0,2.0,150.0,2
Rayasandra,1016.0,2.0,58.0,2
Dodda Nekkundi,1100.0,2.0,48.0,2
other,1080.0,2.0,45.0,2
Electronic City,1070.0,2.0,60.0,2
Kadubeesanahalli,1532.0,3.0,115.0,3
Hennur,1040.0,2.0,42.12,2
other,3100.0,3.0,250.0,3
Tumkur Road,1137.5,2.0,48.905,2
Thanisandra,1430.0,2.0,51.6,3
Rajaji Nagar,1160.0,1.0,163.0,2
ITPL,3262.0,5.0,205.0,4
other,2100.0,7.0,410.0,7
other,1190.0,2.0,100.0,2
other,1827.0,3.0,100.0,3
HRBR Layout,1210.0,2.0,75.0,2
other,1500.0,3.0,95.0,3
Hebbal,1251.0,2.0,88.73,2
HSR Layout,1600.0,2.0,115.0,3
Electronic City,1128.0,2.0,65.5,2
Budigere,1820.0,3.0,93.0,3
Thigalarapalya,2072.0,4.0,159.0,3
Raja Rajeshwari Nagar,1510.0,2.0,59.0,3
Hoodi,1925.0,2.0,114.0,3
Hennur Road,2651.0,2.0,225.0,3
Thigalarapalya,2072.0,4.0,147.0,3
Kumaraswami Layout,1000.0,2.0,36.0,2
KR Puram,1752.0,3.0,145.0,3
Sahakara Nagar,960.0,2.0,56.0,2
other,1180.0,2.0,63.0,2
Benson Town,2270.0,3.0,180.0,3
NRI Layout,650.0,2.0,59.0,2
Lakshminarayana Pura,1200.0,2.0,75.0,2
Bisuvanahalli,1180.0,2.0,46.0,3
other,1300.0,3.0,47.0,3
Bannerghatta Road,1157.0,2.0,40.0,2
Kanakpura Road,1300.0,3.0,69.0,3
Banashankari Stage III,1305.0,2.0,59.0,3
Hegde Nagar,2006.0,4.0,196.0,3
Jakkur,1290.0,2.0,80.0,2
Hoskote,1170.0,2.0,45.0,2
other,971.0,2.0,135.0,4
Yelachenahalli,1400.0,2.0,78.0,2
other,1155.0,2.0,60.0,3
Hormavu,1725.0,3.0,85.0,3
Kanakpura Road,700.0,2.0,40.0,2
Hoodi,1112.0,2.0,88.0,2
Somasundara Palya,1178.0,2.0,78.0,2
Badavala Nagar,1274.0,2.0,81.0,2
Doddathoguru,915.0,2.0,32.0,2
6th Phase JP Nagar,1650.0,6.0,135.0,8
Hosur Road,760.0,1.0,21.28,1
other,1540.0,3.0,68.0,3
other,1206.0,2.0,38.5,2
other,1200.0,4.0,170.0,4
other,1200.0,4.0,140.0,4
Nehru Nagar,2342.0,3.0,115.0,4
other,1200.0,2.0,55.0,3
Yelenahalli,1056.0,2.0,33.0,2
Kanakpura Road,1450.0,3.0,54.3,3
other,1161.0,2.0,36.69,2
other,1097.0,2.0,65.0,2
Uttarahalli,850.0,2.0,35.0,2
Green Glen Layout,1715.0,3.0,115.0,3
Basavangudi,2300.0,3.0,317.0,3
Electronic City,1200.0,2.0,59.0,2
8th Phase JP Nagar,1080.0,2.0,38.0,2
Kasavanhalli,1200.0,2.0,50.3,2
Banashankari,1400.0,2.0,78.0,3
Whitefield,1500.0,4.0,200.0,4
Kanakpura Road,458.0,1.0,19.695,1
Marathahalli,1230.0,2.0,57.0,2
Kalyan nagar,1640.0,3.0,88.0,3
Banashankari,1700.0,3.0,125.0,3
Bommasandra,1478.0,2.0,44.0,3
Banashankari,1020.0,2.0,40.79,2
Yelahanka,1275.0,2.0,95.0,3
other,1600.0,3.0,165.0,4
Kanakapura,1110.0,2.0,38.85,2
Uttarahalli,1627.86,3.0,88.0,3
other,620.0,2.0,22.0,2
